candidate_id,name,ai_recruiter_score
CAND_0023161,Ayaan Dutta,61.12
CAND_0012805,Nisha Iyer,61.11
CAND_0013499,Shreya Rao,61.11
CAND_0066688,Anjali Menon,61.11
CAND_0089230,Ela Kumar,61.11
CAND_0026284,Riya Gupta,61.11
CAND_0057350,Anil Mittal,61.11
CAND_0071986,Tanya Iyengar,61.11
CAND_0000870,Diya Menon,61.11
CAND_0039413,Vihaan Rao,61.11
CAND_0084240,Pooja Shah,61.11
CAND_0087742,Shreya Saxena,61.11
CAND_0004618,Amit Hegde,61.11
CAND_0024751,Nikhil Verma,61.11
CAND_0073702,Yash Bansal,61.11
CAND_0055041,Aarav Verma,61.11
CAND_0044122,Aisha Tiwari,61.11
CAND_0066657,Vikram Sharma,61.11
CAND_0029020,Sneha Reddy,61.11
CAND_0035189,Diya Menon,61.11
CAND_0085248,Aisha Agarwal,61.1
CAND_0057017,Riya Banerjee,61.1
CAND_0006833,Vikram Trivedi,61.1
CAND_0008755,Aisha Malhotra,61.1
CAND_0086125,Dev Joshi,61.1
CAND_0093740,Pooja Sen,61.1
CAND_0089628,Aanya Saxena,61.1
CAND_0041013,Anjali Sen,61.1
CAND_0031191,Zara Mishra,61.1
CAND_0074930,Sneha Naidu,61.1
CAND_0006803,Pari Chatterjee,61.1
CAND_0043444,Divya Banerjee,61.1
CAND_0075324,Diya Patel,61.1
CAND_0017093,Vikram Desai,61.1
CAND_0046206,Saanvi Dutta,61.1
CAND_0049509,Mira Subramanian,61.09
CAND_0068722,Divya Nair,61.09
CAND_0067893,Myra Tiwari,61.09
CAND_0090483,Pooja Desai,61.09
CAND_0069220,Pranav Sen,61.09
CAND_0034947,Sunil Nair,61.09
CAND_0084961,Rajesh Rao,61.09
CAND_0068930,Nikhil Rao,61.09
CAND_0089965,Krishna Bose,61.09
CAND_0056537,Aditya Mittal,61.09
CAND_0027180,Aisha Kumar,61.09
CAND_0037783,Arjun Rao,61.09
CAND_0080586,Arjun Shah,61.09
CAND_0040560,Nisha Trivedi,61.09
CAND_0055024,Rohan Hegde,61.09
CAND_0016277,Neha Sethi,61.09
CAND_0005997,Nikhil Mukherjee,61.09
CAND_0019252,Shaurya Trivedi,61.08
CAND_0097206,Divya Khanna,61.08
CAND_0092559,Shreya Chopra,61.08
CAND_0040716,Nisha Desai,61.08
CAND_0002508,Reyansh Chatterjee,61.08
CAND_0061433,Nikhil Shetty,61.08
CAND_0021675,Zara Bansal,61.08
CAND_0009917,Sunil Pillai,61.08
CAND_0098175,Priya Sethi,61.08
CAND_0077785,Ritu Shah,61.08
CAND_0081232,Advik Banerjee,61.08
CAND_0094673,Ayaan Shetty,61.08
CAND_0087494,Aadhya Shah,61.08
CAND_0034428,Arjun Chopra,61.08
CAND_0065244,Kiara Bose,61.08
CAND_0027693,Ela Dutta,61.08
CAND_0095411,Anika Pillai,61.08
CAND_0091245,Vivaan Ghosh,61.08
CAND_0076376,Reyansh Patel,61.07
CAND_0072090,Riya Mehta,61.07
CAND_0013481,Nikhil Chowdary,61.07
CAND_0010167,Rohan Goyal,61.07
CAND_0074901,Anil Agarwal,61.07
CAND_0033138,Aryan Reddy,61.07
CAND_0079303,Ishaan Naidu,61.07
CAND_0044999,Saanvi Goyal,61.07
CAND_0071832,Atharv Menon,61.07
CAND_0093617,Ela Bansal,61.07
CAND_0038402,Naina Sen,61.07
CAND_0003656,Advaith Kumar,61.07
CAND_0087115,Pooja Mittal,61.07
CAND_0042370,Ishaan Sen,61.07
CAND_0036571,Reyansh Iyer,61.07
CAND_0005013,Myra Goyal,61.07
CAND_0092733,Arnav Rao,61.06
CAND_0024687,Advaith Vora,61.06
CAND_0006923,Ishaan Sharma,61.06
CAND_0068882,Kiara Verma,61.06
CAND_0071424,Priya Khanna,61.06
CAND_0044014,Aisha Desai,61.06
CAND_0087690,Suresh Goyal,61.06
CAND_0089951,Siya Agarwal,61.06
CAND_0024774,Priya Bose,61.06
CAND_0015760,Advik Ghosh,61.06
CAND_0082840,Jay Sethi,61.06
CAND_0004606,Jay Sharma,61.06
CAND_0042695,Aryan Subramanian,61.06
CAND_0033554,Ananya Bansal,61.06
CAND_0043360,Aryan Hegde,61.06
CAND_0053567,Rohan Iyengar,61.05
CAND_0007807,Kiara Mehta,61.05
CAND_0001126,Advaith Mehta,61.05
CAND_0024965,Yash Mukherjee,61.05
CAND_0004632,Ananya Vora,61.05
CAND_0075879,Tanvi Pillai,61.05
CAND_0013075,Amit Sharma,61.05
CAND_0015393,Rahul Khanna,61.05
CAND_0065171,Myra Iyer,61.05
CAND_0049105,Myra Sharma,61.05
CAND_0037078,Aditya Chowdary,61.05
CAND_0032025,Avni Ghosh,61.05
CAND_0048327,Reyansh Goyal,61.05
CAND_0071933,Jay Mehta,61.05
CAND_0009955,Om Mishra,61.05
CAND_0073553,Aarav Tiwari,61.05
CAND_0046967,Divya Banerjee,61.04
CAND_0089017,Siya Shetty,61.04
CAND_0055004,Arjun Naidu,61.04
CAND_0025239,Rahul Banerjee,61.04
CAND_0031212,Tanya Patel,61.04
CAND_0051275,Nikhil Kumar,61.04
CAND_0022413,Zara Bose,61.04
CAND_0038339,Meera Verma,61.04
CAND_0050553,Shaurya Kapoor,61.04
CAND_0023386,Zara Mehta,61.04
CAND_0051715,Riya Tiwari,61.04
CAND_0054377,Tanvi Mittal,61.04
CAND_0088252,Anil Bansal,61.04
CAND_0023029,Dev Verma,61.04
CAND_0046306,Ved Mukherjee,61.04
CAND_0018305,Dev Gupta,61.04
CAND_0001143,Aarohi Menon,61.04
CAND_0077296,Manish Shah,61.04
CAND_0040194,Zara Sharma,61.03
CAND_0087197,Myra Kumar,61.03
CAND_0019404,Ved Hegde,61.03
CAND_0030237,Siya Pandey,61.03
CAND_0071594,Vivaan Desai,61.03
CAND_0051896,Aarav Bansal,61.03
CAND_0096829,Tanya Tiwari,61.03
CAND_0011380,Neha Reddy,61.03
CAND_0039786,Anjali Hegde,61.03
CAND_0061209,Shaurya Reddy,61.03
CAND_0018322,Kiara Malhotra,61.03
CAND_0096120,Zara Sen,61.03
CAND_0042607,Anil Vora,61.02
CAND_0065477,Sunil Subramanian,61.02
CAND_0027868,Divya Mittal,61.02
CAND_0056162,Nisha Mehta,61.02
CAND_0085947,Advik Subramanian,61.02
CAND_0072725,Naina Sen,61.02
CAND_0054577,Yash Goyal,61.02
CAND_0010034,Dev Mukherjee,61.02
CAND_0046884,Arjun Pillai,61.02
CAND_0027412,Shreya Kapoor,61.02
CAND_0062411,Rohan Mehta,61.02
CAND_0041334,Advaith Malhotra,61.02
CAND_0057125,Sanjay Bose,61.02
CAND_0078720,Diya Kapoor,61.01
CAND_0014909,Om Kumar,61.01
CAND_0007468,Pari Trivedi,61.01
CAND_0092147,Sanjay Arora,61.01
CAND_0066040,Shaurya Sethi,61.01
CAND_0033512,Saanvi Sethi,61.01
CAND_0080222,Divya Sen,61.01
CAND_0081469,Vivaan Ghosh,61.01
CAND_0011555,Advik Khanna,61.01
CAND_0067205,Vivaan Pillai,61.01
CAND_0083216,Aarohi Naidu,61.01
CAND_0050755,Riya Nair,61.01
CAND_0068963,Neha Desai,61.01
CAND_0066160,Ira Saxena,61.0
CAND_0039445,Ayaan Bose,61.0
CAND_0003557,Aadhya Verma,61.0
CAND_0022821,Naina Kapoor,61.0
CAND_0025749,Aarohi Menon,61.0
CAND_0005453,Sneha Pillai,61.0
CAND_0045280,Karan Goyal,61.0
CAND_0056463,Myra Menon,61.0
CAND_0092772,Ishaan Iyengar,61.0
CAND_0050748,Aisha Shah,60.99
CAND_0055411,Sanjay Ghosh,60.99
CAND_0077890,Ela Shah,60.99
CAND_0011379,Shaurya Singh,60.99
CAND_0050418,Nisha Rao,60.99
CAND_0034915,Pranav Kumar,60.99
CAND_0018498,Aarav Joshi,60.99
CAND_0045736,Aarav Patel,60.99
CAND_0032285,Aditya Khanna,60.99
CAND_0049543,Zara Shetty,60.99
CAND_0080061,Anika Mishra,60.99
CAND_0059352,Sneha Chowdary,60.99
CAND_0014549,Ritu Bose,60.99
CAND_0012356,Sanjay Gupta,60.99
CAND_0049852,Ela Chatterjee,60.99
CAND_0038576,Naina Chopra,60.99
CAND_0028946,Myra Verma,60.99
CAND_0059210,Rohan Dalal,60.99
CAND_0066310,Sai Bhatia,60.99
CAND_0037784,Anil Joshi,60.99
CAND_0055253,Advik Sen,60.98
CAND_0030039,Aryan Sethi,60.98
CAND_0020795,Vivaan Menon,60.98
CAND_0072070,Ritu Shah,60.98
CAND_0054785,Myra Arora,60.98
CAND_0061590,Aarav Subramanian,60.98
CAND_0093501,Tanya Sharma,60.98
CAND_0004745,Pranav Arora,60.98
CAND_0094582,Aarohi Dutta,60.98
CAND_0087162,Rohan Gupta,60.98
CAND_0057833,Rohan Kumar,60.97
CAND_0030542,Aryan Banerjee,60.97
CAND_0072686,Aadhya Sharma,60.97
CAND_0063036,Yash Khanna,60.97
CAND_0037073,Rajesh Dutta,60.97
CAND_0010313,Pari Mittal,60.97
CAND_0060699,Kiara Goyal,60.97
CAND_0042569,Anil Menon,60.97
CAND_0025448,Naina Arora,60.97
CAND_0018961,Ishaan Khanna,60.97
CAND_0019454,Saanvi Hegde,60.97
CAND_0013663,Aanya Reddy,60.97
CAND_0018701,Advik Khanna,60.97
CAND_0011659,Rajesh Mehta,60.97
CAND_0011891,Sanjay Mishra,60.97
CAND_0015731,Reyansh Pillai,60.97
CAND_0023523,Kabir Naidu,60.97
CAND_0020120,Vihaan Kumar,60.97
CAND_0048312,Tanya Shetty,60.97
CAND_0033753,Mira Ghosh,60.96
CAND_0011976,Advaith Mukherjee,60.96
CAND_0077993,Pari Mittal,60.96
CAND_0099790,Tanya Mishra,60.96
CAND_0028443,Rahul Tiwari,60.96
CAND_0055169,Nikhil Menon,60.96
CAND_0084423,Aarav Banerjee,60.96
CAND_0052706,Ira Krishnan,60.96
CAND_0052942,Rahul Khanna,60.95
CAND_0097705,Kavya Gupta,60.95
CAND_0062090,Shaurya Dutta,60.95
CAND_0031104,Atharv Joshi,60.95
CAND_0068808,Pooja Singh,60.95
CAND_0082282,Avni Desai,60.95
CAND_0011193,Arjun Reddy,60.95
CAND_0076302,Kavya Khanna,60.95
CAND_0095612,Tanya Joshi,60.95
CAND_0045239,Rahul Goyal,60.95
CAND_0024052,Nisha Saxena,60.95
CAND_0016086,Ananya Saxena,60.95
CAND_0047400,Aarohi Sharma,60.95
CAND_0099573,Advaith Reddy,60.95
CAND_0089329,Ela Iyer,60.95
CAND_0067716,Riya Arora,60.94
CAND_0011849,Ira Rao,60.94
CAND_0094893,Divya Trivedi,60.94
CAND_0091792,Dhruv Mishra,60.94
CAND_0073195,Kabir Banerjee,60.94
CAND_0038082,Kiara Arora,60.94
CAND_0035448,Saanvi Pandey,60.94
CAND_0024716,Vivaan Mittal,60.94
CAND_0087768,Jay Desai,60.94
CAND_0091866,Pranav Dalal,60.94
CAND_0063447,Sneha Goyal,60.94
CAND_0018662,Ira Bose,60.93
CAND_0040461,Ananya Hegde,60.93
CAND_0060526,Sai Reddy,60.93
CAND_0018145,Aisha Bansal,60.93
CAND_0098162,Arjun Agarwal,60.93
CAND_0089950,Vihaan Pandey,60.93
CAND_0051471,Ved Goyal,60.93
CAND_0094374,Pari Kumar,60.93
CAND_0042943,Atharv Bhatia,60.93
CAND_0032620,Shaurya Dutta,60.93
CAND_0019331,Reyansh Pillai,60.93
CAND_0079837,Meera Mittal,60.93
CAND_0099704,Vivaan Krishnan,60.93
CAND_0013052,Advik Nair,60.93
CAND_0095636,Neha Gupta,60.93
CAND_0046701,Kabir Khanna,60.93
CAND_0062413,Pari Joshi,60.93
CAND_0088629,Rahul Kapoor,60.93
CAND_0007304,Om Chatterjee,60.93
CAND_0070108,Meera Malhotra,60.92
CAND_0009094,Kiara Rao,60.92
CAND_0053407,Yash Pillai,60.92
CAND_0068273,Sai Gupta,60.92
CAND_0032816,Siya Mishra,60.92
CAND_0092834,Rajesh Nair,60.92
CAND_0052382,Aisha Khanna,60.92
CAND_0022311,Karan Bansal,60.92
CAND_0095552,Karan Joshi,60.92
CAND_0093457,Naina Desai,60.92
CAND_0040043,Arnav Iyengar,60.92
CAND_0029220,Sunil Kumar,60.92
CAND_0088378,Kabir Chatterjee,60.92
CAND_0027973,Tanya Mukherjee,60.92
CAND_0098001,Nikhil Mehta,60.92
CAND_0023165,Naina Dutta,60.92
CAND_0095719,Aryan Singh,60.92
CAND_0074036,Diya Trivedi,60.91
CAND_0010535,Vihaan Iyengar,60.91
CAND_0012576,Shaurya Trivedi,60.91
CAND_0069925,Advik Patel,60.91
CAND_0068945,Kiara Rao,60.91
CAND_0066340,Divya Shah,60.91
CAND_0091222,Anil Patel,60.91
CAND_0011639,Ved Agarwal,60.91
CAND_0063121,Tanvi Chowdary,60.91
CAND_0060774,Ishaan Malhotra,60.91
CAND_0070429,Amit Singh,60.91
CAND_0066052,Aditya Reddy,60.91
CAND_0029429,Ela Bose,60.91
CAND_0046157,Diya Gupta,60.91
CAND_0020800,Siya Sen,60.91
CAND_0000733,Aryan Trivedi,60.91
CAND_0079976,Pranav Desai,60.91
CAND_0027685,Sunil Dutta,60.91
CAND_0051146,Aarohi Sethi,60.9
CAND_0089249,Myra Menon,60.9
CAND_0083437,Anil Kumar,60.9
CAND_0093376,Saanvi Iyer,60.9
CAND_0069727,Ishaan Mehta,60.9
CAND_0087914,Aadhya Singh,60.9
CAND_0017477,Aanya Menon,60.9
CAND_0070149,Yash Pandey,60.9
CAND_0027425,Avni Khanna,60.9
CAND_0027111,Advaith Agarwal,60.9
CAND_0053525,Shreya Pandey,60.9
CAND_0062003,Arjun Nair,60.9
CAND_0038036,Tanya Patel,60.9
CAND_0003748,Pooja Nair,60.9
CAND_0088073,Anjali Bansal,60.89
CAND_0005062,Vikram Agarwal,60.89
CAND_0047695,Tanvi Banerjee,60.89
CAND_0013396,Advaith Mishra,60.89
CAND_0024374,Pranav Kumar,60.89
CAND_0000228,Sneha Mehta,60.89
CAND_0067751,Rohan Patel,60.89
CAND_0023509,Sunil Reddy,60.89
CAND_0078085,Yash Iyer,60.89
CAND_0051106,Aisha Mishra,60.89
CAND_0009219,Vivaan Vora,60.89
CAND_0028007,Mira Subramanian,60.89
CAND_0025715,Rahul Kapoor,60.89
CAND_0092919,Shaurya Chowdary,60.89
CAND_0088654,Atharv Sharma,60.89
CAND_0088416,Om Reddy,60.88
CAND_0018813,Aditya Banerjee,60.88
CAND_0058324,Dhruv Bansal,60.88
CAND_0027596,Vihaan Singh,60.88
CAND_0088939,Sai Krishnan,60.88
CAND_0088932,Aanya Mukherjee,60.88
CAND_0028395,Rahul Menon,60.88
CAND_0082672,Aarav Mishra,60.88
CAND_0035918,Shaurya Kumar,60.88
CAND_0086106,Pari Sethi,60.88
CAND_0043031,Ritu Verma,60.88
CAND_0086337,Rahul Malhotra,60.88
CAND_0061698,Neha Sen,60.88
CAND_0033674,Sanjay Chowdary,60.88
CAND_0003416,Divya Shah,60.88
CAND_0012553,Aanya Bhatia,60.87
CAND_0082165,Dev Trivedi,60.87
CAND_0028481,Om Agarwal,60.87
CAND_0010476,Manish Menon,60.87
CAND_0034204,Arjun Pandey,60.87
CAND_0017062,Rohan Gupta,60.87
CAND_0051974,Kiara Bhatia,60.87
CAND_0080355,Ishaan Goyal,60.87
CAND_0068663,Pooja Shetty,60.87
CAND_0001276,Kabir Sen,60.87
CAND_0029430,Ritu Shetty,60.87
CAND_0060337,Diya Shah,60.87
CAND_0045367,Om Patel,60.87
CAND_0076527,Om Mehta,60.87
CAND_0031703,Krishna Banerjee,60.87
CAND_0015117,Manish Arora,60.87
CAND_0050898,Pranav Sharma,60.87
CAND_0081674,Sanjay Kumar,60.87
CAND_0033768,Krishna Naidu,60.87
CAND_0056035,Shaurya Mishra,60.87
CAND_0083449,Tanvi Shetty,60.87
CAND_0079537,Ayaan Kapoor,60.86
CAND_0013896,Tanvi Rao,60.86
CAND_0064819,Kabir Chatterjee,60.86
CAND_0029170,Vihaan Chowdary,60.86
CAND_0048941,Nisha Singh,60.86
CAND_0097371,Ela Desai,60.86
CAND_0010789,Vivaan Malhotra,60.86
CAND_0041881,Amit Bhatia,60.86
CAND_0012193,Vivaan Ghosh,60.86
CAND_0074432,Ayaan Shetty,60.86
CAND_0065932,Siya Sethi,60.86
CAND_0072721,Reyansh Menon,60.86
CAND_0065643,Vivaan Chopra,60.86
CAND_0000427,Aarohi Hegde,60.86
CAND_0084032,Nikhil Ghosh,60.86
CAND_0050120,Priya Singh,60.86
CAND_0098956,Kiara Saxena,60.86
CAND_0074224,Pranav Chowdary,60.86
CAND_0021106,Arjun Iyengar,60.86
CAND_0087672,Arnav Rao,60.85
CAND_0004258,Aanya Shah,60.85
CAND_0085286,Krishna Verma,60.85
CAND_0067096,Myra Joshi,60.85
CAND_0032527,Priya Bansal,60.85
CAND_0062417,Om Goyal,60.85
CAND_0077713,Advaith Iyer,60.85
CAND_0012384,Jay Shah,60.85
CAND_0099943,Sunil Agarwal,60.85
CAND_0031647,Kiara Arora,60.85
CAND_0094209,Reyansh Naidu,60.85
CAND_0066740,Ayaan Shah,60.85
CAND_0006086,Kabir Krishnan,60.85
CAND_0096570,Pari Kumar,60.85
CAND_0055512,Arnav Kumar,60.85
CAND_0013826,Anjali Verma,60.85
CAND_0059183,Tanvi Menon,60.85
CAND_0075038,Aarohi Shah,60.85
CAND_0097104,Anjali Gupta,60.85
CAND_0089725,Ayaan Bhatia,60.84
CAND_0024680,Atharv Mehta,60.84
CAND_0077323,Kiara Saxena,60.84
CAND_0097758,Suresh Pillai,60.84
CAND_0009277,Suresh Vora,60.84
CAND_0004981,Arnav Chopra,60.84
CAND_0048825,Om Desai,60.84
CAND_0073450,Rahul Hegde,60.84
CAND_0034800,Ishaan Bose,60.84
CAND_0074980,Aarav Hegde,60.84
CAND_0001733,Aanya Saxena,60.84
CAND_0029400,Anjali Patel,60.84
CAND_0081667,Aditya Hegde,60.84
CAND_0017546,Tanvi Saxena,60.84
CAND_0093434,Manish Sen,60.84
CAND_0032774,Aanya Pandey,60.84
CAND_0016609,Pari Khanna,60.84
CAND_0018923,Rajesh Mittal,60.84
CAND_0084364,Ira Shah,60.84
CAND_0052651,Nikhil Mittal,60.83
CAND_0024170,Vivaan Iyengar,60.83
CAND_0012455,Mira Iyengar,60.83
CAND_0056064,Manish Krishnan,60.83
CAND_0028497,Saanvi Iyengar,60.83
CAND_0000160,Myra Chowdary,60.83
CAND_0001852,Advaith Tiwari,60.83
CAND_0087958,Vivaan Ghosh,60.83
CAND_0081320,Aarav Dutta,60.83
CAND_0095546,Anil Agarwal,60.83
CAND_0047658,Avni Chopra,60.83
CAND_0018197,Rahul Banerjee,60.83
CAND_0067629,Vivaan Chatterjee,60.83
CAND_0078108,Arnav Khanna,60.83
CAND_0003331,Anjali Nair,60.83
CAND_0095376,Deepak Dalal,60.83
CAND_0066255,Riya Banerjee,60.83
CAND_0006549,Avni Banerjee,60.82
CAND_0067111,Rahul Subramanian,60.82
CAND_0069430,Ela Patel,60.82
CAND_0013497,Ela Agarwal,60.82
CAND_0042881,Vihaan Trivedi,60.82
CAND_0003971,Aarav Bhatia,60.82
CAND_0076760,Anil Vora,60.82
CAND_0071913,Aarohi Shah,60.82
CAND_0048690,Advaith Chopra,60.82
CAND_0030561,Dhruv Chowdary,60.82
CAND_0052287,Ayaan Krishnan,60.82
CAND_0041374,Divya Sharma,60.82
CAND_0009292,Zara Pandey,60.81
CAND_0008205,Advaith Iyengar,60.81
CAND_0034309,Dhruv Joshi,60.81
CAND_0003936,Sai Sharma,60.81
CAND_0081804,Suresh Ghosh,60.81
CAND_0029452,Pranav Sen,60.81
CAND_0062466,Yash Arora,60.81
CAND_0022251,Jay Subramanian,60.81
CAND_0075620,Kiara Sen,60.81
CAND_0022896,Aisha Shetty,60.81
CAND_0004587,Manish Menon,60.81
CAND_0033639,Sai Gupta,60.81
CAND_0013467,Karan Patel,60.81
CAND_0057597,Pranav Bhatia,60.81
CAND_0049517,Siya Agarwal,60.81
CAND_0086790,Aanya Kapoor,60.8
CAND_0045626,Anil Sen,60.8
CAND_0070589,Aarav Tiwari,60.8
CAND_0038364,Reyansh Singh,60.8
CAND_0032726,Advik Bansal,60.8
CAND_0012163,Ela Joshi,60.8
CAND_0079626,Myra Arora,60.8
CAND_0032878,Rahul Khanna,60.8
CAND_0006296,Yash Ghosh,60.8
CAND_0055985,Vihaan Mehta,60.8
CAND_0082288,Saanvi Joshi,60.8
CAND_0062609,Kavya Bose,60.8
CAND_0030014,Neha Goyal,60.79
CAND_0005333,Anjali Desai,60.79
CAND_0019605,Dhruv Chowdary,60.79
CAND_0084512,Aanya Shetty,60.79
CAND_0014437,Kabir Verma,60.79
CAND_0040769,Ananya Vora,60.79
CAND_0017344,Vivaan Gupta,60.79
CAND_0017693,Meera Agarwal,60.79
CAND_0006875,Kiara Saxena,60.79
CAND_0086175,Divya Mittal,60.79
CAND_0022617,Anil Vora,60.79
CAND_0028698,Naina Bose,60.79
CAND_0015338,Rahul Vora,60.78
CAND_0054732,Vivaan Joshi,60.78
CAND_0060461,Dev Tiwari,60.78
CAND_0094831,Anjali Subramanian,60.78
CAND_0028969,Aadhya Subramanian,60.78
CAND_0033953,Neha Mukherjee,60.78
CAND_0000234,Shaurya Singh,60.78
CAND_0004225,Saanvi Vora,60.78
CAND_0093388,Mira Mishra,60.78
CAND_0021565,Yash Vora,60.78
CAND_0088215,Nikhil Khanna,60.78
CAND_0006861,Dev Dutta,60.78
CAND_0001969,Pooja Dutta,60.78
CAND_0045415,Aisha Verma,60.78
CAND_0023118,Pari Patel,60.78
CAND_0053524,Priya Malhotra,60.78
CAND_0062911,Krishna Pandey,60.77
CAND_0092843,Reyansh Goyal,60.77
CAND_0024417,Meera Mishra,60.77
CAND_0059184,Shaurya Subramanian,60.77
CAND_0084195,Riya Subramanian,60.77
CAND_0040936,Shaurya Banerjee,60.77
CAND_0091749,Ishaan Malhotra,60.77
CAND_0004457,Aadhya Arora,60.77
CAND_0077741,Advik Verma,60.77
CAND_0075097,Advaith Shetty,60.77
CAND_0087960,Amit Pillai,60.77
CAND_0036226,Zara Shah,60.77
CAND_0030756,Reyansh Shetty,60.77
CAND_0083932,Om Menon,60.77
CAND_0018798,Aryan Arora,60.76
CAND_0007495,Vihaan Chowdary,60.76
CAND_0086833,Vihaan Banerjee,60.76
CAND_0091434,Zara Kapoor,60.76
CAND_0060822,Aanya Sethi,60.76
CAND_0040062,Rajesh Mittal,60.76
CAND_0035392,Vivaan Khanna,60.76
CAND_0080751,Nisha Iyengar,60.76
CAND_0034364,Ela Mittal,60.76
CAND_0001949,Anjali Banerjee,60.76
CAND_0010619,Suresh Tiwari,60.76
CAND_0088863,Amit Singh,60.76
CAND_0072985,Suresh Sharma,60.76
CAND_0019036,Sanjay Ghosh,60.76
CAND_0069221,Ishaan Mukherjee,60.76
CAND_0072788,Rohan Shah,60.75
CAND_0065764,Ira Subramanian,60.75
CAND_0051653,Pooja Mittal,60.75
CAND_0046830,Ananya Joshi,60.75
CAND_0031722,Naina Shetty,60.75
CAND_0071356,Karan Mukherjee,60.75
CAND_0006634,Aarav Sharma,60.75
CAND_0026758,Siya Chopra,60.75
CAND_0066543,Ayaan Chopra,60.75
CAND_0051564,Naina Sharma,60.75
CAND_0026485,Dev Hegde,60.75
CAND_0062597,Ishaan Dalal,60.75
CAND_0015945,Myra Sharma,60.75
CAND_0050879,Atharv Malhotra,60.75
CAND_0088255,Rohan Pillai,60.75
CAND_0035566,Kavya Subramanian,60.74
CAND_0087131,Myra Menon,60.74
CAND_0070087,Priya Khanna,60.74
CAND_0075603,Dhruv Chopra,60.74
CAND_0014176,Diya Singh,60.74
CAND_0078262,Amit Joshi,60.74
CAND_0062709,Ela Chatterjee,60.74
CAND_0058096,Naina Joshi,60.74
CAND_0018965,Ananya Nair,60.74
CAND_0049315,Yash Iyengar,60.74
CAND_0051500,Siya Dutta,60.74
CAND_0060754,Divya Menon,60.74
CAND_0056335,Ananya Mehta,60.74
CAND_0025975,Karan Iyengar,60.74
CAND_0091293,Sai Sen,60.74
CAND_0012251,Anjali Hegde,60.74
CAND_0027171,Tanvi Bhatia,60.74
CAND_0061273,Suresh Chatterjee,60.74
CAND_0065313,Shaurya Arora,60.74
CAND_0067000,Deepak Mittal,60.74
CAND_0079840,Vikram Menon,60.74
CAND_0033152,Rohan Vora,60.74
CAND_0051656,Sai Kumar,60.74
CAND_0051255,Nikhil Ghosh,60.73
CAND_0067608,Shreya Malhotra,60.73
CAND_0085322,Ritu Agarwal,60.73
CAND_0014888,Krishna Dutta,60.73
CAND_0080416,Advaith Desai,60.73
CAND_0013768,Pranav Hegde,60.73
CAND_0008474,Arnav Verma,60.73
CAND_0058346,Karan Vora,60.73
CAND_0087862,Sunil Menon,60.73
CAND_0073986,Anika Khanna,60.73
CAND_0011135,Sunil Dalal,60.73
CAND_0043603,Pranav Sethi,60.73
CAND_0041467,Mira Shetty,60.73
CAND_0014001,Saanvi Iyengar,60.73
CAND_0056493,Rohan Iyengar,60.73
CAND_0093646,Arnav Chowdary,60.73
CAND_0071756,Rahul Bansal,60.72
CAND_0000023,Kavya Nair,60.72
CAND_0001699,Vikram Desai,60.72
CAND_0070602,Atharv Bhatia,60.72
CAND_0054011,Sunil Patel,60.72
CAND_0019561,Meera Subramanian,60.72
CAND_0011529,Advik Chowdary,60.72
CAND_0001572,Nikhil Verma,60.72
CAND_0098112,Suresh Dalal,60.72
CAND_0021474,Shaurya Chopra,60.72
CAND_0061615,Sai Mehta,60.72
CAND_0081106,Deepak Hegde,60.71
CAND_0015174,Amit Trivedi,60.71
CAND_0014234,Ritu Bose,60.71
CAND_0005556,Pranav Pillai,60.71
CAND_0018899,Nikhil Menon,60.71
CAND_0043087,Vivaan Nair,60.71
CAND_0044072,Manish Patel,60.71
CAND_0021014,Rohan Goyal,60.71
CAND_0009636,Ritu Chowdary,60.71
CAND_0098954,Ishaan Kumar,60.71
CAND_0084191,Sneha Sharma,60.71
CAND_0077261,Shaurya Krishnan,60.7
CAND_0078132,Pari Sharma,60.7
CAND_0060012,Aisha Trivedi,60.7
CAND_0055790,Rajesh Iyengar,60.7
CAND_0085888,Ananya Trivedi,60.7
CAND_0061708,Atharv Agarwal,60.7
CAND_0011130,Ananya Malhotra,60.7
CAND_0046007,Ananya Mittal,60.7
CAND_0086557,Divya Subramanian,60.7
CAND_0097881,Avni Chatterjee,60.7
CAND_0028000,Aarav Malhotra,60.7
CAND_0057480,Shreya Kapoor,60.7
CAND_0028022,Jay Rao,60.7
CAND_0052221,Sneha Chopra,60.69
CAND_0048738,Kiara Mishra,60.69
CAND_0023886,Rohan Dalal,60.69
CAND_0094803,Deepak Patel,60.69
CAND_0060363,Rahul Dutta,60.69
CAND_0010270,Kavya Hegde,60.69
CAND_0012303,Deepak Banerjee,60.69
CAND_0091263,Aarohi Nair,60.69
CAND_0098959,Suresh Mehta,60.69
CAND_0078669,Divya Khanna,60.69
CAND_0043904,Arjun Pandey,60.69
CAND_0033053,Divya Sharma,60.69
CAND_0042452,Myra Patel,60.69
CAND_0037292,Amit Bansal,60.68
CAND_0020456,Kabir Kumar,60.68
CAND_0016978,Pooja Pillai,60.68
CAND_0031379,Pooja Krishnan,60.68
CAND_0085667,Nikhil Singh,60.68
CAND_0089562,Ishaan Ghosh,60.68
CAND_0013356,Mira Sethi,60.68
CAND_0014007,Riya Rao,60.68
CAND_0012772,Sunil Arora,60.68
CAND_0028117,Pari Pillai,60.68
CAND_0010436,Ritu Mukherjee,60.68
CAND_0026949,Vikram Dalal,60.68
CAND_0082427,Pari Tiwari,60.68
